source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0075522,IRES-dependent viral translational initiation,1.0,False,"""Process by which viral mRNA translation is initiated, where a domain in the 5' untranslated region (UTR) of the viral mRNA called an internal ribosome entry site (IRES) binds the host 43S preinitiation complex, circumventing regular cap-dependent translation initiation."" [GOC:bf, GOC:jl, PMID:19632368, VZ:867]",9,229,1,24936,0.004366812227074236,0.1111111111111111,query_1,"['GO:0016032', 'GO:0019081']"
GO:BP,GO:0072698,protein localization to microtubule cytoskeleton,1.0,False,"""A cellular protein localization process in which a protein is transported to, or maintained at, a location within the microtubule cytoskeleton."" [GOC:mah]",51,229,3,24936,0.013100436681222707,0.058823529411764705,query_1,['GO:0044380']
GO:BP,GO:0072697,protein localization to cell cortex,1.0,False,"""A process in which a protein is transported to, or maintained in, the cell cortex."" [GOC:mah]",12,229,1,24936,0.004366812227074236,0.08333333333333333,query_1,['GO:1990778']
GO:BP,GO:0072678,T cell migration,1.0,False,"""The movement of a T cell within or between different tissues and organs of the body."" [CL:0000084, GOC:BHF, GOC:mah]",66,229,1,24936,0.004366812227074236,0.015151515151515152,query_1,['GO:0072676']
GO:BP,GO:0072676,lymphocyte migration,1.0,False,"""The movement of a lymphocyte within or between different tissues and organs of the body."" [CL:0000542, GOC:BHF, GOC:mah]",96,229,2,24936,0.008733624454148471,0.020833333333333332,query_1,['GO:0071674']
GO:BP,GO:0072666,establishment of protein localization to vacuole,1.0,False,"""The directed movement of a protein to a specific location in a vacuole."" [GOC:mah]",35,229,1,24936,0.004366812227074236,0.02857142857142857,query_1,['GO:0072594']
GO:BP,GO:0072665,protein localization to vacuole,1.0,False,"""A process in which a protein is transported to, or maintained at, a location in a vacuole."" [GOC:ecd]",53,229,1,24936,0.004366812227074236,0.018867924528301886,query_1,['GO:0033365']
GO:BP,GO:0072659,protein localization to plasma membrane,1.0,False,"""A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."" [GOC:mah]",261,229,5,24936,0.021834061135371178,0.019157088122605363,query_1,"['GO:0072657', 'GO:1990778']"
GO:BP,GO:0072599,establishment of protein localization to endoplasmic reticulum,1.0,False,"""The directed movement of a protein to a specific location in the endoplasmic reticulum."" [GOC:mah]",54,229,2,24936,0.008733624454148471,0.037037037037037035,query_1,['GO:0072594']
GO:BP,GO:0072595,maintenance of protein localization in organelle,1.0,False,"""Any process in which a protein is maintained in a specific location a specific location on or in an organelle, and is prevented from moving elsewhere. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]",41,229,1,24936,0.004366812227074236,0.024390243902439025,query_1,"['GO:0032507', 'GO:0033365']"
GO:BP,GO:0086046,membrane depolarization during SA node cell action potential,1.0,False,"""The process in which SA node cardiac muscle cell membrane potential changes in the depolarizing direction from the negative resting potential towards the positive membrane potential that will be the peak of the action potential."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",3,229,1,24936,0.004366812227074236,0.3333333333333333,query_1,"['GO:0086012', 'GO:0086015']"
GO:BP,GO:0086045,membrane depolarization during AV node cell action potential,1.0,False,"""The process in which AV node cardiac muscle cell membrane potential changes in the depolarizing direction from the negative resting potential towards the positive membrane potential that will be the peak of the action potential."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",5,229,1,24936,0.004366812227074236,0.2,query_1,"['GO:0086012', 'GO:0086016']"
GO:BP,GO:0086029,Purkinje myocyte to ventricular cardiac muscle cell signaling,1.0,False,"""Any process that mediates the transfer of information from a Purkinje myocyte to a ventricular cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",4,229,1,24936,0.004366812227074236,0.25,query_1,"['GO:0007267', 'GO:0086068']"
GO:BP,GO:0086027,AV node cell to bundle of His cell signaling,1.0,False,"""Any process that mediates the transfer of information from an AV node cardiac muscle cell to a bundle of His cardiomyocyte."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",11,229,2,24936,0.008733624454148471,0.18181818181818182,query_1,['GO:0086067']
GO:BP,GO:0086026,atrial cardiac muscle cell to AV node cell signaling,1.0,False,"""Any process that mediates the transfer of information from an atrial cardiomyocyte to an AV node cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",13,229,1,24936,0.004366812227074236,0.07692307692307693,query_1,['GO:0086066']
GO:BP,GO:0086018,SA node cell to atrial cardiac muscle cell signaling,1.0,False,"""Any process that mediates the transfer of information from an SA node cardiomyocyte to an atrial cardiomyocyte."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",9,229,2,24936,0.008733624454148471,0.2222222222222222,query_1,['GO:0086070']
GO:BP,GO:0086016,AV node cell action potential,1.0,False,"""An action potential that occurs in an atrioventricular node cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",11,229,2,24936,0.008733624454148471,0.18181818181818182,query_1,"['GO:0086001', 'GO:0086027']"
GO:BP,GO:0086015,SA node cell action potential,1.0,False,"""An action potential that occurs in a sinoatrial node cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",9,229,2,24936,0.008733624454148471,0.2222222222222222,query_1,"['GO:0086001', 'GO:0086018']"
GO:BP,GO:0086014,atrial cardiac muscle cell action potential,1.0,False,"""An action potential that occurs in an atrial cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",13,229,1,24936,0.004366812227074236,0.07692307692307693,query_1,"['GO:0086002', 'GO:0086026']"
GO:BP,GO:0086012,membrane depolarization during cardiac muscle cell action potential,1.0,False,"""The process in which cardiac muscle cell membrane potential changes in the depolarizing direction from the negative resting potential towards the positive membrane potential that will be the peak of the action potential."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",15,229,1,24936,0.004366812227074236,0.06666666666666667,query_1,"['GO:0086001', 'GO:0086010']"
GO:BP,GO:0086010,membrane depolarization during action potential,1.0,False,"""The process in which membrane potential changes in the depolarizing direction from the negative resting potential towards the positive membrane potential that will be the peak of the action potential."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",23,229,1,24936,0.004366812227074236,0.043478260869565216,query_1,"['GO:0001508', 'GO:0051899']"
GO:BP,GO:0086005,ventricular cardiac muscle cell action potential,1.0,False,"""An action potential that occurs in a ventricular cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",28,229,1,24936,0.004366812227074236,0.03571428571428571,query_1,['GO:0086002']
GO:BP,GO:0086004,regulation of cardiac muscle cell contraction,1.0,False,"""Any process that modulates the frequency, rate or extent of cardiac muscle cell contraction."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",32,229,2,24936,0.008733624454148471,0.0625,query_1,"['GO:0055117', 'GO:0086003', 'GO:1903115']"
GO:BP,GO:0086003,cardiac muscle cell contraction,1.0,False,"""The actin filament-based process in which cytoplasmic actin filaments slide past one another resulting in contraction of a cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",63,229,3,24936,0.013100436681222707,0.047619047619047616,query_1,"['GO:0060048', 'GO:0070252']"
GO:BP,GO:0086002,cardiac muscle cell action potential involved in contraction,1.0,False,"""An action potential that occurs in a cardiac muscle cell and is involved in its contraction."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",40,229,2,24936,0.008733624454148471,0.05,query_1,"['GO:0086001', 'GO:0086003']"
GO:BP,GO:0086001,cardiac muscle cell action potential,1.0,False,"""An action potential that occurs in a cardiac muscle cell."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11]",55,229,2,24936,0.008733624454148471,0.03636363636363636,query_1,['GO:0001508']
GO:BP,GO:0090068,positive regulation of cell cycle process,1.0,False,"""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]",223,229,7,24936,0.03056768558951965,0.03139013452914798,query_1,"['GO:0010564', 'GO:0022402', 'GO:0045787']"
GO:BP,GO:0090066,regulation of anatomical structure size,1.0,False,"""Any process that modulates the size of an anatomical structure."" [GOC:dph, GOC:tb]",454,229,12,24936,0.05240174672489083,0.02643171806167401,query_1,['GO:0065008']
GO:BP,GO:0090063,positive regulation of microtubule nucleation,1.0,False,"""Any process that increases the rate, frequency or extent of microtubule nucleation. Microtubule nucleation is the 'de novo' formation of a microtubule, in which tubulin heterodimers form metastable oligomeric aggregates, some of which go on to support formation of a complete microtubule. Microtubule nucleation usually occurs from a specific site within a cell."" [GOC:dph, GOC:tb]",7,229,1,24936,0.004366812227074236,0.14285714285714285,query_1,"['GO:0007020', 'GO:0010968', 'GO:0031116']"
GO:BP,GO:0090051,negative regulation of cell migration involved in sprouting angiogenesis,1.0,False,"""Any process that decreases the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis."" [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]",14,229,1,24936,0.004366812227074236,0.07142857142857142,query_1,"['GO:0002042', 'GO:0043537', 'GO:0090049']"
GO:BP,GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,1.0,False,"""Any process that increases the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis."" [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]",20,229,1,24936,0.004366812227074236,0.05,query_1,"['GO:0002042', 'GO:0043536', 'GO:0090049']"
GO:BP,GO:0090049,regulation of cell migration involved in sprouting angiogenesis,1.0,False,"""Any process that modulates the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis."" [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]",36,229,2,24936,0.008733624454148471,0.05555555555555555,query_1,"['GO:0002042', 'GO:0043535']"
GO:BP,GO:0089718,amino acid import across plasma membrane,1.0,False,"""The directed movement of an amino acid from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:krc, PMID:8195186]",46,229,1,24936,0.004366812227074236,0.021739130434782608,query_1,"['GO:0003333', 'GO:0098739']"
GO:BP,GO:0086103,G protein-coupled receptor signaling pathway involved in heart process,1.0,False,"""An G protein-coupled receptor signaling pathway which contributes to a circulatory system process carried out by the heart."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11, PMID:17376402]",7,229,1,24936,0.004366812227074236,0.14285714285714285,query_1,"['GO:0003015', 'GO:0007186']"
GO:BP,GO:0086101,endothelin receptor signaling pathway involved in heart process,1.0,False,"""An endothelin receptor signaling pathway which contributes to a circulatory system process carried out by the heart."" [GOC:BHF, GOC:mtg_cardiac_conduct_nov11, PMID:17376402]",3,229,1,24936,0.004366812227074236,0.3333333333333333,query_1,"['GO:0086100', 'GO:0086103']"
GO:BP,GO:0086100,endothelin receptor signaling pathway,1.0,False,"""A G protein-coupled receptor signaling pathway initiated by endothelin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:BHF, GOC:mtg_cardiac_conduct_nov11, PMID:10977869]",11,229,1,24936,0.004366812227074236,0.09090909090909091,query_1,['GO:0007186']
